"age","job","marital","education","default","housing","loan","contact","label"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"20-","student","single","unknown","no","no","no","cellular","yes"
"50-","self-employed","divorced","tertiary","no","yes","no","cellular","yes"
"60-","blue-collar","divorced","primary","no","no","no","telephone","yes"
"30-","student","single","secondary","no","no","no","telephone","yes"
"40-","blue-collar","single","secondary","no","no","no","unknown","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","yes"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"30-","unemployed","single","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"60-","unknown","married","secondary","no","no","no","cellular","yes"
"90-","retired","divorced","tertiary","no","no","no","telephone","yes"
"50-","management","married","tertiary","no","no","yes","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"80-","retired","divorced","secondary","no","no","no","cellular","yes"
"40-","entrepreneur","married","secondary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","yes","no","cellular","yes"
"30-","student","single","tertiary","no","no","no","cellular","yes"
"40-","student","single","unknown","no","no","no","cellular","no"
"50-","services","single","secondary","no","yes","no","cellular","yes"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"30-","admin.","single","secondary","no","no","no","telephone","yes"
"50-","admin.","married","secondary","no","yes","no","cellular","yes"
"70-","retired","married","secondary","no","no","no","cellular","no"
"50-","blue-collar","married","unknown","no","yes","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"70-","management","married","tertiary","no","no","no","telephone","yes"
"80-","retired","married","primary","no","no","no","telephone","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","yes","no","cellular","yes"
"20-","student","single","primary","no","no","no","cellular","yes"
"60-","services","divorced","secondary","no","no","no","cellular","yes"
"50-","technician","divorced","secondary","no","no","no","cellular","yes"
"40-","services","single","secondary","no","no","no","cellular","yes"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"60-","retired","married","primary","no","no","no","telephone","yes"
"70-","retired","divorced","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","blue-collar","single","unknown","no","yes","yes","cellular","yes"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"70-","retired","married","unknown","no","no","no","telephone","yes"
"40-","management","married","tertiary","no","yes","no","telephone","no"
"40-","management","married","tertiary","no","no","no","cellular","no"
"30-","student","single","secondary","no","no","no","cellular","yes"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"60-","management","married","primary","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","yes","no","cellular","yes"
"30-","blue-collar","married","secondary","no","no","no","cellular","yes"
"40-","blue-collar","married","primary","no","no","no","cellular","yes"
"40-","admin.","married","tertiary","no","yes","no","unknown","yes"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"60-","technician","divorced","tertiary","no","no","no","cellular","yes"
"80-","retired","married","secondary","no","no","no","cellular","yes"
"60-","self-employed","married","tertiary","no","no","no","cellular","yes"
"80-","retired","married","tertiary","no","no","no","telephone","yes"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"60-","technician","married","secondary","no","no","no","cellular","yes"
"30-","unemployed","single","primary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","yes","no","cellular","yes"
"20-","student","single","secondary","no","no","no","cellular","yes"
"50-","management","married","primary","no","yes","no","cellular","yes"
"30-","technician","single","tertiary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","admin.","single","secondary","no","no","no","cellular","yes"
"40-","management","married","unknown","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"80-","retired","married","secondary","no","no","no","cellular","yes"
"30-","admin.","single","secondary","no","yes","no","cellular","yes"
"40-","admin.","married","tertiary","no","no","yes","cellular","yes"
"70-","retired","divorced","primary","no","no","no","cellular","yes"
"30-","blue-collar","single","tertiary","no","no","no","cellular","yes"
"50-","housemaid","married","secondary","no","no","no","cellular","yes"
"60-","blue-collar","married","secondary","no","yes","no","cellular","no"
"60-","technician","married","secondary","no","yes","yes","cellular","yes"
"60-","technician","married","secondary","no","no","no","telephone","yes"
"70-","management","married","unknown","no","yes","no","cellular","no"
"30-","student","single","tertiary","no","no","no","cellular","yes"
"30-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"30-","blue-collar","single","tertiary","no","no","no","cellular","yes"
"60-","retired","divorced","tertiary","no","yes","no","cellular","yes"
"30-","technician","single","secondary","no","no","no","cellular","yes"
"40-","admin.","divorced","tertiary","no","no","no","cellular","yes"
"70-","retired","married","tertiary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"60-","unemployed","married","primary","no","yes","no","cellular","yes"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"30-","services","single","secondary","no","no","no","cellular","yes"
"30-","housemaid","single","tertiary","no","no","no","cellular","yes"
"80-","retired","married","unknown","no","no","no","telephone","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"30-","student","single","tertiary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","no","no","cellular","no"
"50-","management","single","tertiary","no","no","no","cellular","yes"
"50-","admin.","single","secondary","no","yes","no","cellular","yes"
"80-","retired","divorced","primary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"80-","retired","married","unknown","no","no","no","telephone","no"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","yes","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","yes","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"50-","technician","married","secondary","no","no","no","cellular","yes"
"60-","unemployed","married","secondary","no","no","no","cellular","yes"
"90-","retired","single","secondary","no","no","no","telephone","yes"
"70-","retired","married","unknown","no","no","no","telephone","yes"
"80-","retired","married","secondary","no","no","no","cellular","yes"
"50-","unemployed","married","secondary","no","yes","yes","telephone","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"70-","retired","married","secondary","no","yes","no","cellular","yes"
"70-","retired","married","unknown","no","no","no","telephone","yes"
"40-","management","divorced","tertiary","no","yes","no","cellular","yes"
"50-","management","single","tertiary","no","no","no","telephone","yes"
"60-","management","married","tertiary","no","no","no","telephone","no"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"70-","retired","married","primary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"30-","services","married","secondary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","no"
"30-","technician","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"60-","entrepreneur","married","tertiary","no","no","no","cellular","yes"
"60-","admin.","married","secondary","no","no","no","telephone","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"90-","retired","divorced","secondary","no","no","no","telephone","yes"
"60-","retired","married","secondary","no","no","no","cellular","yes"
"80-","retired","married","secondary","no","no","no","cellular","yes"
"70-","retired","married","tertiary","no","no","no","cellular","no"
"70-","retired","married","primary","no","no","no","cellular","no"
"30-","blue-collar","single","secondary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"60-","management","divorced","unknown","no","no","no","cellular","yes"
"70-","housemaid","married","primary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","no","no","cellular","yes"
"60-","blue-collar","married","secondary","no","no","yes","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","yes","no","cellular","yes"
"30-","technician","married","tertiary","no","no","no","cellular","no"
"30-","management","single","tertiary","no","yes","no","cellular","yes"
"80-","retired","divorced","secondary","no","no","no","cellular","yes"
"50-","services","married","secondary","no","no","no","telephone","yes"
"40-","admin.","single","secondary","no","yes","no","cellular","yes"
"60-","retired","married","primary","no","no","no","cellular","yes"
"70-","retired","married","secondary","no","no","no","telephone","yes"
"40-","technician","married","tertiary","no","yes","no","cellular","yes"
"70-","self-employed","married","tertiary","no","no","no","cellular","yes"
"60-","management","divorced","tertiary","no","yes","no","cellular","yes"
"30-","unemployed","divorced","secondary","no","no","no","cellular","yes"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"30-","blue-collar","married","primary","no","no","no","cellular","yes"
"60-","unemployed","divorced","secondary","no","no","no","cellular","yes"
"50-","services","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"90-","retired","married","secondary","no","no","no","telephone","yes"
"30-","blue-collar","single","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","technician","single","tertiary","no","yes","no","cellular","yes"
"30-","services","single","secondary","no","no","no","telephone","yes"
"30-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","technician","single","tertiary","no","yes","no","cellular","no"
"40-","admin.","married","secondary","no","no","no","cellular","yes"
"50-","management","married","unknown","no","no","no","cellular","yes"
"20-","student","single","unknown","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"30-","services","single","secondary","no","no","no","cellular","yes"
"40-","unemployed","married","secondary","no","no","no","cellular","yes"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"30-","admin.","married","secondary","no","no","no","cellular","yes"
"70-","management","married","secondary","no","no","no","cellular","yes"
"50-","management","divorced","tertiary","no","no","no","cellular","yes"
"50-","unemployed","married","secondary","no","yes","no","unknown","yes"
"30-","management","single","secondary","no","no","no","cellular","yes"
"60-","retired","married","secondary","no","no","no","telephone","yes"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"80-","retired","married","primary","no","no","no","telephone","yes"
"70-","retired","married","primary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","unemployed","single","secondary","no","no","no","cellular","yes"
"50-","services","divorced","tertiary","no","no","no","cellular","yes"
"70-","self-employed","married","tertiary","no","no","no","telephone","yes"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"30-","technician","single","secondary","no","no","no","cellular","yes"
"30-","services","single","secondary","no","no","no","cellular","yes"
"30-","blue-collar","single","secondary","no","no","no","cellular","yes"
"50-","admin.","single","secondary","no","no","no","cellular","yes"
"30-","technician","married","tertiary","no","no","no","cellular","yes"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","yes","yes","cellular","yes"
"30-","student","single","secondary","no","no","no","telephone","yes"
"90-","retired","married","primary","no","no","no","telephone","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"40-","unemployed","married","tertiary","no","no","no","cellular","yes"
"60-","retired","married","secondary","no","no","no","cellular","yes"
"50-","technician","single","unknown","no","yes","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"60-","management","divorced","tertiary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"70-","retired","divorced","primary","no","no","no","telephone","yes"
"70-","blue-collar","married","secondary","no","no","no","cellular","yes"
"60-","technician","married","primary","no","no","no","cellular","yes"
"50-","unemployed","married","secondary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","yes","yes","cellular","yes"
"40-","admin.","married","unknown","no","no","no","cellular","yes"
"40-","services","single","secondary","no","no","no","cellular","yes"
"70-","housemaid","married","primary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"60-","services","single","secondary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","no","no","cellular","yes"
"60-","retired","divorced","tertiary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"70-","retired","married","primary","no","no","no","telephone","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"70-","retired","married","primary","no","no","no","cellular","no"
"40-","admin.","single","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"40-","blue-collar","single","tertiary","no","no","no","cellular","no"
"90-","retired","married","primary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","telephone","yes"
"60-","unknown","married","tertiary","no","no","no","telephone","no"
"20-","student","single","unknown","no","no","no","cellular","no"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","yes"
"50-","blue-collar","married","secondary","no","no","no","cellular","yes"
"30-","student","single","primary","no","no","no","telephone","yes"
"70-","housemaid","married","tertiary","no","no","no","cellular","no"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"50-","admin.","single","secondary","no","yes","no","cellular","no"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","no"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"30-","admin.","married","tertiary","no","no","no","cellular","yes"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","unemployed","married","primary","no","yes","no","cellular","yes"
"100-","retired","married","unknown","no","no","no","cellular","yes"
"40-","admin.","single","tertiary","no","no","no","cellular","no"
"80-","retired","married","secondary","no","no","no","telephone","yes"
"60-","retired","married","secondary","no","no","no","cellular","no"
"70-","retired","single","tertiary","no","no","no","cellular","yes"
"30-","admin.","single","secondary","no","no","no","cellular","yes"
"90-","retired","married","primary","no","no","no","cellular","yes"
"50-","unknown","single","unknown","no","no","no","cellular","yes"
"50-","admin.","divorced","secondary","no","no","no","cellular","yes"
"60-","services","married","secondary","no","yes","no","cellular","yes"
"40-","housemaid","divorced","secondary","no","no","no","cellular","yes"
"70-","admin.","married","unknown","no","yes","no","cellular","yes"
"20-","student","single","unknown","no","no","no","cellular","yes"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","no","no","cellular","yes"
"50-","technician","married","secondary","no","yes","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","yes","no","cellular","no"
"70-","retired","married","secondary","no","no","no","cellular","no"
"40-","student","single","tertiary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"60-","services","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","no"
"30-","blue-collar","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"50-","technician","divorced","unknown","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","yes","no","cellular","no"
"40-","technician","married","secondary","no","yes","yes","telephone","no"
"50-","management","single","tertiary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"70-","retired","single","primary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"60-","technician","married","tertiary","no","no","no","cellular","yes"
"70-","management","married","tertiary","no","no","no","cellular","yes"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"60-","technician","married","tertiary","no","no","no","cellular","yes"
"70-","technician","married","secondary","no","yes","no","cellular","no"
"40-","admin.","married","tertiary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"70-","retired","married","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","primary","no","no","no","cellular","yes"
"70-","entrepreneur","married","secondary","no","no","no","telephone","yes"
"60-","retired","married","secondary","no","yes","no","cellular","yes"
"30-","admin.","single","secondary","no","yes","yes","cellular","yes"
"30-","technician","single","secondary","no","no","no","cellular","yes"
"60-","retired","divorced","primary","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","primary","no","no","no","cellular","yes"
"50-","management","single","tertiary","no","no","no","cellular","yes"
"60-","management","married","unknown","no","no","no","telephone","yes"
"40-","entrepreneur","single","secondary","no","no","no","cellular","yes"
"80-","retired","married","tertiary","no","no","no","telephone","yes"
"70-","management","married","secondary","no","no","no","cellular","no"
"40-","management","married","tertiary","no","yes","no","cellular","no"
"70-","retired","married","primary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"30-","student","single","unknown","no","no","no","cellular","yes"
"40-","unemployed","single","tertiary","no","yes","no","cellular","no"
"60-","services","married","secondary","no","no","no","cellular","yes"
"80-","retired","married","secondary","no","no","no","telephone","no"
"70-","housemaid","married","unknown","no","no","no","telephone","yes"
"30-","technician","single","tertiary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"50-","technician","married","tertiary","no","yes","yes","cellular","yes"
"40-","admin.","single","secondary","no","no","no","cellular","yes"
"40-","unemployed","single","tertiary","no","no","no","cellular","yes"
"60-","blue-collar","married","secondary","no","no","yes","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","no"
"40-","technician","single","secondary","no","yes","yes","cellular","yes"
"80-","retired","married","unknown","no","no","no","telephone","yes"
"50-","admin.","married","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"80-","retired","married","unknown","no","no","no","telephone","no"
"70-","retired","married","tertiary","no","no","no","cellular","yes"
"40-","admin.","single","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"60-","management","divorced","tertiary","no","no","no","cellular","yes"
"40-","student","single","tertiary","no","no","no","cellular","yes"
"70-","retired","married","secondary","no","no","no","cellular","yes"
"50-","technician","married","tertiary","no","yes","no","cellular","no"
"40-","admin.","divorced","secondary","no","no","no","cellular","yes"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"50-","technician","single","tertiary","no","yes","no","cellular","yes"
"40-","technician","single","tertiary","no","yes","yes","cellular","no"
"40-","unemployed","single","tertiary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"30-","management","married","unknown","no","no","no","cellular","yes"
"40-","admin.","single","tertiary","no","no","no","cellular","yes"
"30-","housemaid","single","tertiary","no","no","no","cellular","yes"
"30-","management","single","secondary","no","yes","no","cellular","no"
"60-","unemployed","married","secondary","no","no","no","cellular","yes"
"30-","blue-collar","married","secondary","no","no","no","cellular","no"
"30-","management","single","tertiary","no","no","no","cellular","no"
"40-","technician","married","tertiary","no","yes","no","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"30-","admin.","single","tertiary","no","yes","no","cellular","yes"
"70-","retired","divorced","secondary","no","no","no","cellular","yes"
"30-","management","married","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","no","no","telephone","yes"
"40-","management","married","tertiary","no","no","no","telephone","yes"
"30-","management","single","unknown","no","no","no","cellular","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","student","married","secondary","no","no","no","cellular","yes"
"60-","technician","married","secondary","no","yes","no","cellular","yes"
"30-","student","single","tertiary","no","no","no","cellular","yes"
"20-","student","single","unknown","no","no","no","cellular","yes"
"70-","entrepreneur","married","tertiary","no","no","no","telephone","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","yes","no","cellular","yes"
"40-","admin.","single","secondary","no","no","yes","cellular","yes"
"40-","blue-collar","single","tertiary","no","yes","no","cellular","yes"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"40-","admin.","married","secondary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"40-","technician","single","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"60-","unemployed","married","secondary","no","no","no","cellular","yes"
"40-","student","single","unknown","no","no","no","cellular","yes"
"60-","technician","divorced","secondary","no","no","no","cellular","yes"
"60-","retired","married","secondary","no","no","no","cellular","yes"
"40-","admin.","single","tertiary","no","yes","no","cellular","no"
"70-","retired","married","tertiary","no","yes","no","cellular","yes"
"60-","technician","married","secondary","no","yes","no","cellular","yes"
"50-","unemployed","divorced","secondary","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"40-","management","divorced","tertiary","no","no","no","cellular","yes"
"60-","management","married","secondary","no","no","yes","cellular","yes"
"40-","technician","divorced","secondary","no","yes","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"60-","unknown","married","secondary","no","no","no","cellular","yes"
"40-","unemployed","married","secondary","no","no","no","cellular","yes"
"80-","retired","married","secondary","no","no","no","cellular","yes"
"30-","admin.","single","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"70-","retired","married","tertiary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","cellular","yes"
"80-","blue-collar","married","secondary","no","no","no","cellular","no"
"30-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"60-","technician","married","secondary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"40-","self-employed","single","tertiary","no","no","no","cellular","yes"
"80-","retired","married","secondary","no","no","no","cellular","yes"
"60-","retired","married","secondary","no","no","no","cellular","yes"
"40-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"60-","retired","married","primary","no","no","no","cellular","yes"
"40-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"70-","retired","married","tertiary","no","no","no","cellular","yes"
"40-","technician","married","tertiary","no","no","no","cellular","yes"
"30-","technician","single","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"30-","unemployed","single","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","telephone","yes"
"60-","technician","married","secondary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"40-","services","married","secondary","no","no","no","cellular","yes"
"50-","unemployed","married","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","no","no","cellular","yes"
"40-","technician","married","secondary","no","yes","no","cellular","yes"
"50-","services","married","primary","no","yes","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"40-","technician","single","tertiary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"50-","management","married","tertiary","no","yes","no","cellular","yes"
"30-","unemployed","single","secondary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","yes","no","cellular","yes"
"30-","management","single","tertiary","no","yes","no","cellular","yes"
"30-","student","single","tertiary","no","no","no","cellular","yes"
"80-","retired","married","primary","no","no","no","telephone","no"
"70-","self-employed","divorced","tertiary","no","no","no","cellular","yes"
"30-","blue-collar","single","secondary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","unknown","yes"
"60-","management","married","tertiary","no","no","no","cellular","yes"
"60-","technician","married","secondary","no","yes","no","cellular","yes"
"50-","admin.","married","secondary","no","no","no","cellular","yes"
"30-","technician","single","secondary","no","yes","no","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"70-","retired","married","secondary","no","no","yes","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","no"
"60-","services","married","secondary","no","no","yes","cellular","yes"
"40-","unemployed","married","secondary","no","yes","no","unknown","no"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"60-","self-employed","married","tertiary","no","no","no","cellular","yes"
"50-","blue-collar","married","secondary","no","yes","no","cellular","yes"
"50-","management","married","tertiary","no","no","yes","cellular","yes"
"30-","student","single","unknown","no","no","no","cellular","yes"
"90-","retired","married","secondary","no","no","no","telephone","yes"
"30-","blue-collar","single","primary","no","no","no","cellular","yes"
"60-","retired","divorced","secondary","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","unknown","yes"
"40-","management","single","tertiary","no","no","no","cellular","yes"
"30-","unknown","single","unknown","no","no","no","cellular","yes"
"60-","retired","divorced","secondary","no","no","no","cellular","yes"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"30-","management","single","tertiary","no","no","no","cellular","no"
"30-","student","single","secondary","no","no","no","cellular","yes"
"80-","housemaid","married","primary","no","no","no","cellular","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"50-","admin.","married","secondary","no","no","no","cellular","yes"
"80-","retired","divorced","tertiary","no","no","no","cellular","yes"
"50-","management","single","tertiary","no","no","no","cellular","yes"
"40-","unemployed","married","tertiary","no","no","no","telephone","yes"
"30-","self-employed","single","tertiary","no","no","no","cellular","yes"
"40-","management","single","tertiary","no","yes","no","cellular","yes"
"40-","technician","single","secondary","no","no","yes","cellular","yes"
"40-","management","single","tertiary","no","no","no","cellular","no"
"50-","unemployed","married","tertiary","no","yes","no","cellular","no"
"20-","student","single","secondary","no","no","no","cellular","yes"
"50-","housemaid","married","tertiary","no","no","no","cellular","yes"
"40-","blue-collar","single","secondary","no","yes","no","cellular","no"
"60-","admin.","married","secondary","no","no","no","cellular","yes"
"70-","retired","married","primary","no","no","no","cellular","yes"
"80-","retired","divorced","secondary","no","no","no","cellular","yes"
"60-","admin.","single","unknown","no","no","no","cellular","yes"
"60-","management","married","tertiary","no","no","no","telephone","no"
"40-","management","married","tertiary","no","no","no","cellular","yes"
"30-","services","single","secondary","no","yes","no","cellular","yes"
"60-","management","married","unknown","no","no","no","cellular","yes"
"70-","technician","married","secondary","no","no","no","cellular","yes"
"60-","technician","married","secondary","no","yes","no","cellular","yes"
"30-","student","single","secondary","no","no","no","telephone","yes"
"30-","student","single","secondary","no","no","no","cellular","yes"
"70-","management","married","unknown","no","yes","no","cellular","yes"
